",mass A,,"
"t,x,y,"
"0.000,-1.421E-2,7.031E-2"
"0.033,-1.420E-2,7.031E-2"
"0.067,-1.418E-2,7.030E-2"
"0.100,-1.419E-2,7.030E-2"
"0.133,-1.417E-2,7.031E-2"
"0.167,-1.417E-2,7.031E-2"
"0.200,-1.411E-2,7.030E-2"
"0.233,-1.412E-2,7.030E-2"
"0.267,-1.407E-2,7.030E-2"
"0.300,-1.409E-2,7.030E-2"
"0.333,-1.411E-2,7.030E-2"
"0.367,-1.413E-2,7.028E-2"
"0.400,-1.414E-2,7.037E-2"
"0.433,-1.448E-2,7.260E-2"
"0.467,-1.584E-2,7.812E-2"
"0.500,-1.830E-2,8.503E-2"
"0.533,-2.238E-2,9.148E-2"
"0.567,-2.841E-2,9.583E-2"
"0.600,-3.665E-2,0.100"
"0.633,-4.937E-2,9.499E-2"
"0.667,-6.208E-2,8.602E-2"
"0.700,-7.181E-2,7.629E-2"
"0.733,-7.854E-2,7.779E-2"
"0.767,-8.417E-2,8.070E-2"
"0.800,-8.812E-2,8.199E-2"
"0.833,-9.136E-2,8.433E-2"
"0.867,-9.317E-2,8.754E-2"
"0.900,-9.309E-2,8.758E-2"
"0.933,-9.251E-2,8.544E-2"
"0.967,-9.177E-2,8.304E-2"
"1.000,-9.148E-2,8.356E-2"
"1.033,-9.137E-2,8.161E-2"
"1.067,-9.025E-2,7.773E-2"
"1.100,-8.771E-2,7.587E-2"
"1.133,-8.410E-2,7.399E-2"
"1.167,-7.982E-2,7.183E-2"
"1.200,-7.575E-2,7.121E-2"
"1.233,-7.361E-2,7.038E-2"
"1.267,-7.196E-2,6.993E-2"
"1.300,-7.052E-2,6.975E-2"
"1.333,-6.963E-2,6.953E-2"
"1.367,-6.921E-2,6.934E-2"
"1.400,-6.884E-2,6.923E-2"
"1.433,-6.881E-2,6.913E-2"
"1.467,-6.889E-2,6.922E-2"
"1.500,-6.945E-2,6.960E-2"
"1.533,-7.038E-2,7.024E-2"
"1.567,-7.169E-2,7.104E-2"
"1.600,-7.282E-2,7.088E-2"
"1.633,-7.323E-2,7.132E-2"
"1.667,-7.322E-2,7.121E-2"
"1.700,-7.283E-2,7.116E-2"
"1.733,-7.249E-2,7.096E-2"
"1.767,-7.207E-2,7.105E-2"
"1.800,-7.213E-2,7.282E-2"
"1.833,-7.325E-2,7.861E-2"
"1.867,-7.629E-2,8.901E-2"
"1.900,-7.999E-2,9.465E-2"
"1.933,-8.602E-2,9.948E-2"
"1.967,-9.425E-2,0.102"
"2.000,-0.105,0.100"
"2.033,-0.117,9.125E-2"
"2.067,-0.128,7.929E-2"
"2.100,-0.137,7.555E-2"
"2.133,-0.140,7.898E-2"
"2.167,-0.141,8.206E-2"
"2.200,-0.142,8.533E-2"
"2.233,-0.142,9.025E-2"
"2.267,-0.139,9.204E-2"
"2.300,-0.136,8.929E-2"
"2.333,-0.133,8.710E-2"
"2.367,-0.129,8.575E-2"
"2.400,-0.125,8.277E-2"
"2.433,-0.121,7.836E-2"
"2.467,-0.117,7.445E-2"
"2.500,-0.111,7.093E-2"
"2.533,-0.107,7.042E-2"
"2.567,-0.105,6.972E-2"
"2.600,-0.104,6.933E-2"
"2.633,-0.103,6.933E-2"
"2.667,-0.102,6.933E-2"
"2.700,-0.102,6.906E-2"
"2.733,-0.101,6.875E-2"
"2.767,-0.101,6.867E-2"
"2.800,-0.101,6.879E-2"
"2.833,-0.102,6.927E-2"
"2.867,-0.103,7.028E-2"
"2.900,-0.104,7.076E-2"
"2.933,-0.106,7.082E-2"
"2.967,-0.107,7.115E-2"
"3.000,-0.107,7.107E-2"
"3.033,-0.107,7.093E-2"
"3.067,-0.106,7.078E-2"
"3.100,-0.105,7.080E-2"
"3.133,-0.105,7.225E-2"
"3.167,-0.105,7.738E-2"
"3.200,-0.106,8.826E-2"
"3.233,-0.110,9.724E-2"
"3.267,-0.115,0.102"
"3.300,-0.122,0.108"
"3.333,-0.131,0.115"
"3.367,-0.142,0.114"
"3.400,-0.153,0.107"
"3.433,-0.162,0.100"
"3.467,-0.169,8.153E-2"
"3.500,-0.175,7.192E-2"
"3.533,-0.178,7.435E-2"
"3.567,-0.178,7.965E-2"
"3.600,-0.179,8.464E-2"
"3.633,-0.180,9.045E-2"
"3.667,-0.182,9.596E-2"
"3.700,-0.184,9.819E-2"
"3.733,-0.185,9.479E-2"
"3.767,-0.186,8.959E-2"
"3.800,-0.186,8.468E-2"
"3.833,-0.185,7.909E-2"
"3.867,-0.184,7.308E-2"
"3.900,-0.183,7.041E-2"
"3.933,-0.182,7.097E-2"
"3.967,-0.182,7.101E-2"
"4.000,-0.180,7.180E-2"
"4.033,-0.178,7.195E-2"
"4.067,-0.175,7.109E-2"
"4.100,-0.173,6.940E-2"
"4.133,-0.172,6.796E-2"
"4.167,-0.171,6.745E-2"
"4.200,-0.171,6.723E-2"
"4.233,-0.172,6.755E-2"
"4.267,-0.173,6.831E-2"
"4.300,-0.174,6.937E-2"
"4.333,-0.175,7.069E-2"
"4.367,-0.177,7.054E-2"
"4.400,-0.178,7.139E-2"
"4.433,-0.179,7.158E-2"
"4.467,-0.180,7.207E-2"
"4.500,-0.180,7.452E-2"
"4.533,-0.182,8.008E-2"
"4.567,-0.188,8.826E-2"
"4.600,-0.194,9.724E-2"
"4.633,-0.203,9.799E-2"
"4.667,-0.215,9.275E-2"
"4.700,-0.223,7.704E-2"
"4.733,-0.230,8.003E-2"
"4.767,-0.239,8.602E-2"
"4.800,-0.243,8.618E-2"
"4.833,-0.248,8.591E-2"
"4.867,-0.254,8.630E-2"
"4.900,-0.259,8.748E-2"
"4.933,-0.263,8.738E-2"
"4.967,-0.266,8.416E-2"
"5.000,-0.270,8.077E-2"
"5.033,-0.275,7.981E-2"
"5.067,-0.280,7.654E-2"
"5.100,-0.282,7.153E-2"
"5.133,-0.283,7.270E-2"
"5.167,-0.283,7.181E-2"
"5.200,-0.281,7.157E-2"
"5.233,-0.278,6.977E-2"
"5.267,-0.274,6.906E-2"
"5.300,-0.271,6.949E-2"
"5.333,-0.269,6.942E-2"
"5.367,-0.268,6.945E-2"
"5.400,-0.269,6.875E-2"
"5.433,-0.269,6.887E-2"
"5.467,-0.269,6.878E-2"
"5.500,-0.270,6.890E-2"
"5.533,-0.271,6.909E-2"
"5.567,-0.271,6.919E-2"
"5.600,-0.271,6.913E-2"
"5.633,-0.271,6.903E-2"
"5.667,-0.271,6.904E-2"
"5.700,-0.271,6.905E-2"
"5.733,-0.271,6.905E-2"
"5.767,-0.271,6.904E-2"
"5.800,-0.271,6.903E-2"
"5.833,-0.271,7.051E-2"
"5.867,-0.272,7.532E-2"
"5.900,-0.275,8.602E-2"
"5.933,-0.280,9.519E-2"
"5.967,-0.286,0.102"
"6.000,-0.295,0.107"
"6.033,-0.307,0.111"
"6.067,-0.317,0.105"
"6.100,-0.325,9.724E-2"
"6.133,-0.335,8.228E-2"
"6.167,-0.345,7.779E-2"
"6.200,-0.352,7.929E-2"
"6.233,-0.359,8.306E-2"
"6.267,-0.365,8.272E-2"
"6.300,-0.371,8.337E-2"
"6.333,-0.378,8.753E-2"
"6.367,-0.385,9.244E-2"
"6.400,-0.392,9.480E-2"
"6.433,-0.398,9.187E-2"
"6.467,-0.403,8.646E-2"
"6.500,-0.408,7.854E-2"
"6.533,-0.410,6.888E-2"
"6.567,-0.412,7.044E-2"
"6.600,-0.413,7.033E-2"
"6.633,-0.412,7.106E-2"
"6.667,-0.409,6.972E-2"
"6.700,-0.403,7.181E-2"
"6.733,-0.398,6.600E-2"
"6.767,-0.394,6.519E-2"
"6.800,-0.394,6.456E-2"
"6.833,-0.399,6.719E-2"
"6.867,-0.405,6.905E-2"
"6.900,-0.409,6.867E-2"
"6.933,-0.411,6.961E-2"
"6.967,-0.411,6.960E-2"
"7.000,-0.410,6.924E-2"
"7.033,-0.409,6.889E-2"
"7.067,-0.409,6.881E-2"
"7.100,-0.408,6.885E-2"
"7.133,-0.408,6.850E-2"
"7.167,-0.407,6.833E-2"
"7.200,-0.406,6.913E-2"
"7.233,-0.408,7.318E-2"
"7.267,-0.413,8.078E-2"
"7.300,-0.423,8.901E-2"
"7.333,-0.433,8.976E-2"
"7.367,-0.448,7.854E-2"
"7.400,-0.459,6.691E-2"
"7.433,-0.467,7.330E-2"
"7.467,-0.477,7.320E-2"
"7.500,-0.486,7.362E-2"
"7.533,-0.493,7.387E-2"
"7.567,-0.498,7.579E-2"
"7.600,-0.501,7.512E-2"
"7.633,-0.503,7.174E-2"
"7.667,-0.504,7.033E-2"
"7.700,-0.504,6.889E-2"
"7.733,-0.504,6.745E-2"
"7.767,-0.504,6.340E-2"
"7.800,-0.503,6.159E-2"
"7.833,-0.502,6.262E-2"
"7.867,-0.499,6.183E-2"
"7.900,-0.497,6.211E-2"
"7.933,-0.497,6.199E-2"
"7.967,-0.498,6.155E-2"
"8.000,-0.498,6.157E-2"
"8.033,-0.498,6.159E-2"
"8.067,-0.498,6.161E-2"
"8.100,-0.498,6.164E-2"
"8.133,-0.498,6.172E-2"
"8.167,-0.498,6.197E-2"
"8.200,-0.499,6.254E-2"
"8.233,-0.501,6.300E-2"
"8.267,-0.503,6.281E-2"
"8.300,-0.505,6.210E-2"
"8.333,-0.506,6.196E-2"
"8.367,-0.507,6.165E-2"
"8.400,-0.507,6.205E-2"
"8.433,-0.506,6.221E-2"
"8.467,-0.505,6.217E-2"
"8.500,-0.503,6.203E-2"
"8.533,-0.502,6.333E-2"
"8.567,-0.503,6.862E-2"
"8.600,-0.506,8.003E-2"
"8.633,-0.512,9.350E-2"
"8.667,-0.520,9.780E-2"
"8.700,-0.530,0.104"
