",mass A,,"
"t,x,y,"
"0.000,-1.799E-2,7.197E-2"
"0.033,-1.799E-2,7.197E-2"
"0.067,-1.806E-2,7.197E-2"
"0.100,-1.805E-2,7.197E-2"
"0.133,-1.795E-2,7.198E-2"
"0.167,-1.796E-2,7.198E-2"
"0.200,-1.799E-2,7.200E-2"
"0.233,-1.800E-2,7.201E-2"
"0.267,-1.811E-2,7.200E-2"
"0.300,-1.808E-2,7.199E-2"
"0.333,-1.805E-2,7.201E-2"
"0.367,-1.794E-2,7.201E-2"
"0.400,-1.797E-2,7.200E-2"
"0.433,-1.805E-2,7.199E-2"
"0.467,-1.802E-2,7.198E-2"
"0.500,-1.793E-2,7.197E-2"
"0.533,-1.792E-2,7.199E-2"
"0.567,-1.812E-2,7.269E-2"
"0.600,-1.879E-2,7.631E-2"
"0.633,-2.099E-2,8.247E-2"
"0.667,-2.458E-2,9.147E-2"
"0.700,-3.008E-2,9.553E-2"
"0.733,-4.048E-2,9.521E-2"
"0.767,-5.173E-2,9.596E-2"
"0.800,-6.148E-2,8.547E-2"
"0.833,-7.497E-2,7.347E-2"
"0.867,-7.947E-2,7.947E-2"
"0.900,-8.476E-2,8.471E-2"
"0.933,-8.869E-2,8.780E-2"
"0.967,-9.256E-2,9.025E-2"
"1.000,-9.438E-2,9.115E-2"
"1.033,-9.516E-2,8.836E-2"
"1.067,-9.557E-2,8.496E-2"
"1.100,-9.561E-2,8.354E-2"
"1.133,-9.520E-2,8.391E-2"
"1.167,-9.468E-2,8.317E-2"
"1.200,-9.401E-2,8.021E-2"
"1.233,-9.336E-2,7.547E-2"
"1.267,-9.175E-2,7.210E-2"
"1.300,-8.920E-2,7.118E-2"
"1.333,-8.691E-2,7.137E-2"
"1.367,-8.508E-2,7.141E-2"
"1.400,-8.283E-2,7.163E-2"
"1.433,-8.041E-2,7.107E-2"
"1.467,-7.979E-2,7.054E-2"
"1.500,-8.017E-2,7.069E-2"
"1.533,-8.016E-2,7.068E-2"
"1.567,-8.015E-2,7.067E-2"
"1.600,-8.013E-2,7.068E-2"
"1.633,-8.025E-2,7.076E-2"
"1.667,-8.031E-2,7.077E-2"
"1.700,-8.070E-2,7.108E-2"
"1.733,-8.150E-2,7.158E-2"
"1.767,-8.266E-2,7.194E-2"
"1.800,-8.402E-2,7.198E-2"
"1.833,-8.535E-2,7.191E-2"
"1.867,-8.638E-2,7.174E-2"
"1.900,-8.693E-2,7.188E-2"
"1.933,-8.707E-2,7.313E-2"
"1.967,-8.697E-2,7.947E-2"
"2.000,-9.222E-2,8.772E-2"
"2.033,-9.896E-2,0.100"
"2.067,-0.107,0.104"
"2.100,-0.118,0.109"
"2.133,-0.127,0.105"
"2.167,-0.138,9.446E-2"
"2.200,-0.147,8.247E-2"
"2.233,-0.155,7.950E-2"
"2.267,-0.158,8.127E-2"
"2.300,-0.159,8.145E-2"
"2.333,-0.160,8.146E-2"
"2.367,-0.160,8.366E-2"
"2.400,-0.158,8.718E-2"
"2.433,-0.156,8.871E-2"
"2.467,-0.154,8.941E-2"
"2.500,-0.153,8.585E-2"
"2.533,-0.151,7.733E-2"
"2.567,-0.147,7.564E-2"
"2.600,-0.143,7.300E-2"
"2.633,-0.139,7.313E-2"
"2.667,-0.136,7.260E-2"
"2.700,-0.135,7.250E-2"
"2.733,-0.135,7.239E-2"
"2.767,-0.136,7.245E-2"
"2.800,-0.136,7.250E-2"
"2.833,-0.136,7.245E-2"
"2.867,-0.136,7.260E-2"
"2.900,-0.136,7.266E-2"
"2.933,-0.137,7.293E-2"
"2.967,-0.138,7.312E-2"
"3.000,-0.139,7.335E-2"
"3.033,-0.140,7.345E-2"
"3.067,-0.141,7.357E-2"
"3.100,-0.141,7.361E-2"
"3.133,-0.141,7.365E-2"
"3.167,-0.140,7.357E-2"
